category,gender,is_fraud,median_household_income,poverty_rate,region,age,late_night,amt_thousand,city_pop_thousand
misc_net,F,0,32629,31.6,South,55,0,0.79631,5.577
shopping_net,M,0,51912,12.9,Midwest,50,0,0.63457,23.805
misc_pos,M,0,40062,18.7,Midwest,27,0,0.81952,86.954
shopping_pos,F,0,97273,10.9,Northeast,41,0,0.91203,3.255
shopping_pos,F,0,90021,7.5,South,26,0,1.17057,391.389
misc_pos,M,0,58750,6.5,Midwest,33,0,1.1347,16.163
shopping_pos,F,0,72855,8,Midwest,48,0,1.2701,753.116
shopping_pos,F,0,61953,16.9,Northeast,45,0,0.64679,71.485
shopping_net,F,0,41950,7.9,South,32,0,1.4479,3.495
shopping_pos,F,0,93786,6.1,Midwest,15,0,0.72627,163.415
shopping_pos,M,0,161140,3.3,Midwest,33,0,1.44402,27.02
shopping_pos,F,0,44904,19.2,South,36,0,0.74725,21.134
shopping_pos,M,0,61067,2.2,Midwest,34,0,0.65009,409.656
misc_pos,F,0,46674,24,South,43,0,1.42213,1.051
shopping_pos,M,1,69205,10.4,South,26,0,0.82581,71.335
shopping_net,F,0,82217,8.8,West,47,1,0.61458,54.287
shopping_pos,F,0,46739,9.6,Midwest,32,1,1.06092,2.523
shopping_net,F,0,23936,41,South,29,1,0.72629,18.128
shopping_pos,M,0,31162,15.3,South,62,1,0.84481,1.196
misc_pos,M,0,51008,9.6,Northeast,51,1,0.62195,1.666
shopping_net,F,0,68526,9.2,West,53,1,0.64141,1.725
shopping_net,F,0,55526,0,West,91,1,1.08413,0.217
misc_net,M,0,137833,3.3,South,35,1,0.88507,13.602
shopping_net,F,0,53194,2.4,South,58,1,1.53276,1.143
shopping_net,F,0,71908,6.5,South,53,0,0.74294,2.435
misc_pos,M,0,43417,12.2,Midwest,50,0,1.74319,1.979
shopping_net,M,0,50507,12.4,Midwest,84,0,2.07777,6.284
misc_net,M,0,40610,18.2,South,74,0,0.82794,2.29
shopping_pos,M,0,111415,2.9,Northeast,41,0,0.89675,3.279
shopping_pos,F,0,52003,6.9,South,34,0,1.22508,50.835
shopping_net,F,0,75125,7.1,Midwest,26,0,0.70221,2.691
shopping_net,F,0,52003,6.9,South,34,0,0.71927,50.835
shopping_pos,F,0,70068,4.1,Northeast,32,0,0.95697,3.285
shopping_net,M,0,56596,7.1,Northeast,46,0,0.64232,5.507
shopping_net,M,0,83190,7.3,South,43,0,3.34472,33.917
shopping_pos,F,0,73849,4.4,Northeast,44,0,1.02682,1.643
shopping_pos,F,0,97759,6.3,West,34,0,0.65634,94.014
shopping_net,M,0,37262,17.8,South,44,0,1.39489,42.619
misc_pos,F,0,38646,12,Midwest,31,0,0.66482,0.338
shopping_net,F,0,80333,5.1,West,28,0,1.06434,525.713
shopping_pos,F,0,37184,14.2,South,43,1,0.67022,7.155
travel,M,0,97234,13.2,Northeast,36,1,0.65253,1.858
shopping_net,F,0,45303,17,Midwest,45,1,2.72197,1.81
misc_net,F,0,50795,19.1,Midwest,54,1,0.7185,0.516
misc_net,M,0,36750,21,South,34,1,1.26189,2.836
shopping_pos,M,0,40610,18.2,South,74,0,1.09403,2.29
misc_pos,F,0,45958,11.9,South,53,0,0.61126,5.989
travel,F,0,42317,19.9,South,42,0,1.7352,16.183
shopping_pos,F,0,29401,36,South,36,0,0.83463,2906.7
shopping_net,M,0,68646,8.4,South,38,0,3.39684,7.163
misc_pos,F,0,98417,5.8,Northeast,47,0,0.75462,2.376
misc_net,M,1,58042,10.6,Northeast,61,1,0.79054,7.728
misc_net,M,1,58042,10.6,Northeast,61,1,0.72323,7.728
shopping_pos,M,1,58042,10.6,Northeast,61,1,0.99631,7.728
shopping_net,M,1,58042,10.6,Northeast,61,1,0.9023,7.728
shopping_pos,M,1,58042,10.6,Northeast,61,1,0.74177,7.728
shopping_net,F,1,51667,10,Northeast,61,1,0.90077,1.131
shopping_pos,M,1,58042,10.6,Northeast,61,1,1.0473,7.728
misc_net,F,1,51667,10,Northeast,61,1,0.73799,1.131
misc_net,F,0,47182,15.9,Midwest,41,0,0.6206,6.469
misc_net,F,0,44063,8,South,38,0,0.76098,0.836
misc_net,M,0,111415,2.9,Northeast,41,0,0.98247,3.279
shopping_net,F,0,69167,9.6,Midwest,23,0,0.66805,1.075
shopping_net,F,1,51667,10,Northeast,61,0,1.04697,1.131
travel,M,0,60337,13.4,Northeast,20,0,6.60044,3.807
shopping_net,F,0,40574,27.4,South,36,0,0.60231,59.744
misc_net,F,1,51667,10,Northeast,61,1,0.85082,1.131
shopping_net,F,1,51667,10,Northeast,61,1,0.97648,1.131
shopping_net,F,0,83125,4,Midwest,43,1,4.62247,0.346
shopping_net,F,0,106641,6.4,West,66,1,0.98624,2.016
shopping_net,F,0,21406,25.8,South,64,0,0.68617,0.07
misc_pos,F,0,53280,18.7,Midwest,28,0,0.60638,128.354
misc_pos,F,0,58219,12.7,Midwest,52,0,1.01023,1022.298
misc_net,M,0,74893,14.7,West,37,0,0.62659,172.817
travel,F,0,47670,15.4,Midwest,69,0,1.36385,3.805
shopping_net,M,0,56359,12.4,Midwest,48,0,1.48341,31.515
shopping_pos,F,0,72855,8,Midwest,48,0,1.38656,753.116
shopping_pos,M,0,67470,8.1,Northeast,22,0,0.91393,3.224
shopping_net,M,0,60397,18.1,Northeast,29,0,0.63573,1382.48
shopping_pos,M,0,83532,9.1,Northeast,39,0,3.93615,47.249
shopping_pos,F,0,97273,10.9,Northeast,41,0,0.77253,3.255
shopping_net,F,0,48377,13.6,South,36,0,1.06145,1.523
shopping_pos,F,0,46492,14.6,South,33,1,0.68864,2.206
misc_net,F,1,39732,21.7,South,57,1,0.74959,67.082
shopping_net,F,1,39732,21.7,South,57,1,1.12953,67.082
misc_net,F,1,39732,21.7,South,57,1,0.84429,67.082
shopping_net,M,1,66079,9,Midwest,38,1,0.94988,23.727
shopping_pos,F,0,64375,11.7,Northeast,46,1,1.51762,2.121
shopping_pos,F,0,65224,12.8,West,38,1,0.78008,1312.922
shopping_net,M,1,66079,9,Midwest,38,1,0.93506,23.727
shopping_net,M,1,66079,9,Midwest,38,1,1.02561,23.727
shopping_net,M,0,108258,3.7,South,35,1,2.50789,20.328
shopping_pos,M,0,59612,9.5,West,53,1,0.77125,4.878
misc_net,M,1,66079,9,Midwest,38,1,0.76471,23.727
misc_net,F,0,82321,9,Northeast,56,0,1.17971,2.054
shopping_net,F,0,170224,5.3,West,85,0,1.0022,17.047
misc_pos,M,0,40833,20.5,Northeast,58,0,0.78454,4.172
misc_net,F,0,50417,9.6,Northeast,69,0,0.63734,0.427
shopping_net,F,0,62259,7.9,South,41,0,1.15419,79.613
shopping_net,F,0,39554,7.1,Midwest,48,0,0.66232,0.765
shopping_net,F,0,64375,11.7,Northeast,46,0,0.85683,2.121
shopping_pos,F,0,45303,17,Midwest,45,0,2.22737,1.81
misc_pos,M,0,55152,10.7,South,35,0,0.74638,79.008
misc_pos,F,0,53542,3.8,Midwest,48,0,1.11811,0.771
shopping_net,M,1,66079,9,Midwest,38,0,0.91711,23.727
shopping_pos,F,0,74146,10,South,26,0,2.0792,5.903
shopping_net,M,0,60368,11,West,21,0,0.93486,0.895
travel,M,0,62606,5.6,South,47,1,2.75846,233.06
shopping_net,F,1,39732,21.7,South,57,1,0.99641,67.082
shopping_net,F,1,39732,21.7,South,57,1,0.89525,67.082
shopping_net,F,1,39732,21.7,South,57,1,1.13441,67.082
shopping_net,F,0,51250,6.9,South,45,1,3.64018,1.725
misc_pos,M,0,43788,20,South,79,1,0.61498,68.211
shopping_net,F,0,64583,20.9,South,53,0,1.25765,0.344
misc_pos,F,0,61250,7.9,Northeast,71,0,1.10046,1.274
shopping_net,M,0,157870,5,South,35,0,2.95445,207.41
shopping_pos,F,0,77989,5.1,Midwest,23,0,0.74336,31.394
shopping_pos,F,0,22639,18.6,West,42,0,1.0025,0.149
shopping_pos,F,0,74986,13.9,West,49,0,1.2637,34.882
travel,M,0,24013,50.5,South,33,0,0.61603,0.337
misc_pos,M,0,49643,18,South,27,0,1.00964,238.602
shopping_net,F,0,64712,15.2,South,43,0,0.7043,378.909
shopping_pos,F,0,41245,15,South,42,0,1.60422,9.521
misc_pos,F,0,93786,6.1,Midwest,15,0,1.75856,163.415
travel,M,0,58454,7.4,South,26,0,0.63564,2.395
shopping_pos,F,0,66367,5.2,Midwest,32,0,0.64263,545.147
shopping_net,F,0,79706,6.2,West,49,0,0.65519,84.106
shopping_pos,F,0,56202,19.5,Northeast,32,1,1.02949,2.303
shopping_net,M,1,23994,37,Midwest,56,1,1.15989,272.134
shopping_pos,F,0,158026,2.3,South,36,1,0.87843,116.155
shopping_net,M,1,23994,37,Midwest,56,1,1.14266,272.134
shopping_pos,F,0,44688,24.6,South,46,1,1.66465,5.621
shopping_net,M,1,23994,37,Midwest,56,1,1.19726,272.134
shopping_net,F,1,28036,23.6,South,34,1,0.9697,1.679
shopping_pos,F,0,46250,16,South,62,1,0.91315,2.566
misc_net,M,0,42000,16.8,Midwest,64,1,0.93708,1.126
shopping_net,F,1,28036,23.6,South,34,0,1.07119,1.679
shopping_pos,F,0,58887,12.8,South,80,0,0.95729,136.895
shopping_net,F,0,62684,16.1,South,86,0,0.87448,12.486
shopping_net,M,0,32188,20.8,South,52,0,0.71176,0.571
misc_net,F,0,56929,13.9,Northeast,29,0,0.80152,8.83
misc_pos,F,0,100163,9.4,South,54,0,1.20598,1.925
shopping_pos,F,0,124716,5.2,Northeast,30,0,0.62356,4.056
shopping_net,M,0,80541,8.6,West,42,0,1.00676,28.278
misc_pos,F,0,93786,6.1,Midwest,15,0,1.49543,163.415
shopping_net,F,0,63543,11.8,South,35,0,0.61941,19.685
shopping_pos,F,0,63633,15.6,Midwest,34,0,0.9503,3.458
shopping_pos,F,0,90021,7.5,South,26,0,0.8978,391.389
shopping_pos,F,0,77989,5.1,Midwest,23,0,0.72739,31.394
travel,F,0,122598,13.6,Northeast,20,0,0.95862,2504.7
shopping_pos,F,0,37794,0,South,31,0,0.92408,0.53
misc_pos,F,0,122598,13.6,Northeast,20,0,0.83272,2504.7
shopping_pos,F,0,56672,12.8,Northeast,43,0,0.94364,6.12
shopping_net,F,0,73125,21,West,24,0,1.40247,0.917
shopping_pos,F,0,45515,21.4,South,48,0,0.89346,1.76
shopping_pos,M,0,98537,9.2,South,27,0,1.1631,116.001
shopping_pos,F,0,60318,15.6,South,36,0,1.09029,24.536
shopping_pos,F,0,46693,16.2,Midwest,44,0,0.70772,910.148
shopping_net,F,0,29107,34.2,West,48,0,2.68162,0.743
shopping_pos,M,0,77425,9.8,West,46,0,0.71729,105.549
shopping_pos,F,1,73621,2.6,Northeast,79,1,0.85492,0.526
shopping_net,M,0,52564,16.6,West,26,1,3.63296,19.408
shopping_pos,F,1,17295,46.3,South,68,1,0.88856,736.284
misc_net,F,1,17295,46.3,South,68,1,0.87842,736.284
shopping_net,M,1,23994,37,Midwest,56,1,1.00499,272.134
misc_net,M,1,23994,37,Midwest,56,1,0.79307,272.134
shopping_pos,M,1,23994,37,Midwest,56,1,1.01385,272.134
shopping_net,F,1,121620,6.8,West,36,1,1.02048,50.489
misc_net,F,1,28036,23.6,South,34,1,0.79507,1.679
shopping_net,F,1,28036,23.6,South,34,1,0.8294,1.679
shopping_pos,F,1,44688,24.6,South,46,1,0.77265,5.621
shopping_net,M,0,40779,11.9,Midwest,66,1,0.67954,1.831
shopping_pos,F,0,33333,8.8,South,74,1,1.5243,0.579
misc_net,M,0,149934,3.9,South,43,1,1.62653,19.054
shopping_pos,F,1,121620,6.8,West,36,1,0.82627,50.489
shopping_net,F,1,44688,24.6,South,46,1,1.07112,5.621
shopping_net,M,0,52252,8.8,South,51,1,1.08527,9.034
misc_net,F,1,28036,23.6,South,34,0,0.77842,1.679
misc_pos,F,0,68750,4.1,Midwest,89,0,0.85919,0.307
shopping_pos,F,0,42785,24.5,South,53,0,0.80868,4.913
shopping_net,F,1,28036,23.6,South,34,0,0.98992,1.679
shopping_net,F,1,17295,46.3,South,68,0,1.14396,736.284
travel,M,0,56044,15,South,68,0,1.52428,254.282
shopping_net,F,0,44473,19.5,South,35,0,0.94876,36.438
misc_pos,F,0,45303,17,Midwest,45,0,0.60737,1.81
shopping_net,F,0,48596,19.3,Midwest,21,0,1.17811,1.423
shopping_pos,F,0,64898,14.3,South,32,0,1.62073,12.335
shopping_net,M,0,91771,3.1,Midwest,33,0,1.22509,5.211
shopping_net,F,1,73621,2.6,Northeast,79,0,1.12395,0.526
shopping_pos,F,0,39250,21.3,South,34,0,1.32505,1.97
misc_net,F,1,73621,2.6,Northeast,79,1,0.83006,0.526
shopping_pos,F,0,47196,20.1,Northeast,35,1,0.67196,1526.206
travel,M,0,60337,13.4,Northeast,20,1,0.88542,3.807
shopping_net,F,0,60833,10.1,South,44,1,0.65266,1.766
shopping_net,F,1,17295,46.3,South,68,1,0.99355,736.284
shopping_net,F,1,73621,2.6,Northeast,79,1,0.97038,0.526
misc_net,F,1,73621,2.6,Northeast,79,1,0.80953,0.526
shopping_pos,F,1,17295,46.3,South,68,1,0.91797,736.284
shopping_pos,M,0,67470,8.1,Northeast,22,1,0.78929,3.224
shopping_pos,F,0,37184,14.2,South,43,1,0.96694,7.155
shopping_pos,F,1,73621,2.6,Northeast,79,1,0.72732,0.526
shopping_net,F,1,121620,6.8,West,36,1,1.00199,50.489
shopping_pos,M,0,49153,19.7,Northeast,49,0,0.69949,3.833
shopping_pos,M,0,137833,3.3,South,35,0,2.31236,13.602
travel,M,0,54159,14.9,Northeast,21,0,0.78776,17.867
shopping_net,F,0,46693,16.2,Midwest,44,0,0.73039,910.148
shopping_net,M,0,63995,1.2,Northeast,22,0,0.72874,0.972
shopping_pos,F,0,54711,15.7,South,37,0,1.04907,186.14
shopping_pos,F,0,81117,0,Northeast,36,0,0.72955,0.328
shopping_pos,F,0,81117,0,Northeast,36,0,0.67176,0.328
shopping_net,F,0,44904,19.2,South,36,0,1.41128,21.134
shopping_net,M,0,67789,9.3,South,61,1,1.13344,1263.321
misc_net,M,0,38864,16.2,Midwest,58,1,0.63604,2.208
shopping_net,F,0,46250,7.5,Midwest,59,1,1.15333,0.32
misc_net,M,0,50861,13.6,Northeast,39,1,0.73098,124.967
shopping_pos,F,0,55556,9.9,West,63,0,1.20177,0.759
shopping_net,F,0,52632,6.8,West,84,0,0.96413,1.288
shopping_pos,F,0,46913,24.5,West,31,0,0.78421,35.371
shopping_net,F,0,38654,16.4,South,28,0,1.51237,4.575
shopping_pos,F,0,82217,8.8,West,47,0,1.74673,54.287
shopping_pos,F,0,35078,17,South,43,0,0.95311,4.726
travel,F,0,35732,4.6,South,89,0,3.9719,0.571
travel,M,0,49063,0,South,34,0,0.6218,0.099
misc_net,M,0,27319,39,South,49,0,0.60874,248.858
shopping_net,F,0,56395,7.9,Midwest,39,1,0.83607,3.104
misc_pos,F,0,41500,20.4,South,67,1,0.69338,5.778
shopping_pos,F,0,51897,14.1,Northeast,61,0,0.60799,4.895
misc_net,F,0,62259,7.9,South,41,0,0.80204,79.613
shopping_net,F,0,22639,18.6,West,42,0,0.94576,0.149
shopping_pos,M,0,52512,10,Midwest,29,0,4.06677,7.297
shopping_net,F,0,143641,5.8,West,23,0,1.06289,973.849
misc_net,F,0,83125,4,Midwest,43,0,0.63836,0.346
shopping_net,F,0,47450,10.3,Midwest,45,0,1.3406,1.807
travel,F,0,50795,14.2,Midwest,29,0,13.14915,1.228
shopping_pos,F,0,21250,37.7,Midwest,32,0,0.69619,0.242
shopping_pos,M,0,61970,6.9,South,31,0,1.43564,341.043
misc_net,F,0,89536,4.9,Northeast,26,0,1.00969,2.456
travel,F,0,21250,37.7,Midwest,32,0,6.29701,0.242
travel,F,0,80333,5.1,West,28,1,1.18968,525.713
shopping_pos,F,0,74731,4.6,Midwest,39,1,1.2807,13.973
shopping_net,F,1,85341,4.7,Midwest,76,1,1.11594,6.263
misc_net,F,0,37794,0,South,31,1,0.78212,0.53
misc_net,M,1,46536,15.8,South,36,1,0.69371,3.766
shopping_net,M,1,46536,15.8,South,36,1,0.99133,3.766
misc_net,F,1,85341,4.7,Midwest,76,1,0.91289,6.263
shopping_net,F,1,85341,4.7,Midwest,76,1,1.06191,6.263
misc_pos,F,0,31125,0,South,31,1,0.89502,0.167
shopping_net,M,1,46536,15.8,South,36,1,0.84053,3.766
shopping_net,F,0,51250,6.9,South,45,1,2.22564,1.725
shopping_net,F,0,68750,4.1,Midwest,89,1,0.60459,0.307
misc_net,M,1,46536,15.8,South,36,1,0.68526,3.766
misc_pos,M,0,91836,6.5,Northeast,58,1,0.68382,38.912
shopping_pos,F,1,56181,18.3,South,25,1,0.62743,8.333
misc_net,M,0,48750,23.7,Midwest,78,0,0.61927,0.14
misc_net,F,0,98417,5.8,Northeast,47,0,0.79451,2.376
shopping_net,M,0,51250,14.7,Midwest,59,0,0.64164,1.132
misc_net,M,0,56596,7.1,Northeast,46,0,2.45148,5.507
shopping_net,M,0,17708,80.9,South,81,0,1.01918,0.376
misc_pos,M,0,52394,10.2,Midwest,44,0,0.6646,4.474
shopping_net,F,0,37348,13.4,South,33,0,0.74372,1.186
shopping_pos,F,0,46693,16.2,Midwest,44,0,0.77777,910.148
shopping_net,M,0,27391,32.3,South,21,0,1.24499,2.87
shopping_pos,F,0,23936,41,South,29,0,0.96564,18.128
shopping_pos,F,0,83125,4,Midwest,43,0,0.63857,0.346
travel,M,0,79214,7.9,South,61,0,3.34829,190.178
shopping_net,F,0,72614,4.7,Midwest,24,1,1.42163,0.372
shopping_net,M,1,46536,15.8,South,36,1,0.87499,3.766
misc_net,M,1,46536,15.8,South,36,1,0.70943,3.766
misc_net,F,1,56181,18.3,South,25,1,0.87502,8.333
shopping_pos,F,0,51667,10,Northeast,61,0,0.69312,1.131
shopping_pos,M,0,51504,12.1,Northeast,61,0,0.97619,23.045
misc_pos,F,0,70600,3.5,West,54,0,0.60758,1.42
shopping_net,F,0,164531,3.5,Midwest,60,0,0.65041,927.396
shopping_net,F,0,37348,13.4,South,33,0,1.51682,1.186
misc_pos,F,0,53265,10.8,Midwest,22,0,1.26938,6.703
shopping_net,F,0,60318,15.6,South,36,0,0.73512,24.536
shopping_pos,F,0,125288,3.2,Northeast,49,0,1.0236,5.95
shopping_pos,F,0,96198,6.2,Midwest,35,0,0.62563,6.951
shopping_pos,F,0,64510,9.3,South,36,1,0.93748,144.16
shopping_pos,F,0,46136,8.1,West,39,1,1.27269,0.241
shopping_net,F,0,70406,2.7,Midwest,36,1,0.80396,2.644
shopping_net,F,1,64898,14.3,South,32,1,0.79477,12.335
shopping_pos,F,1,64898,14.3,South,32,1,0.8811,12.335
shopping_pos,F,1,64898,14.3,South,32,1,0.83542,12.335
shopping_pos,M,0,33929,10.3,West,56,0,0.64038,0.192
shopping_net,F,0,64583,20.9,South,53,0,1.55479,0.344
shopping_net,F,0,96053,9.4,Northeast,52,0,0.61917,10.256
shopping_net,M,0,66667,14.2,South,51,0,0.89984,0.663
misc_net,F,0,56611,10.4,South,49,0,0.92015,46.563
shopping_net,M,0,52564,16.6,West,26,0,1.16125,19.408
travel,F,0,97759,6.3,West,34,0,6.18112,94.014
shopping_pos,F,0,129703,4.4,South,35,0,0.82438,2906.7
shopping_pos,F,0,60318,15.6,South,36,0,1.06323,24.536
shopping_pos,F,0,84779,5.6,Midwest,24,0,1.09864,2.607
shopping_pos,F,0,124716,5.2,Northeast,30,0,2.26375,4.056
travel,F,0,44236,32.1,South,60,0,2.08903,0.502
shopping_net,F,0,64510,9.3,South,36,0,0.82721,144.16
shopping_pos,F,0,47182,15.9,Midwest,41,0,0.86152,6.469
shopping_net,M,0,56193,10.8,Midwest,24,0,2.10385,518.429
shopping_pos,F,0,72385,13.6,West,35,0,0.99476,27.971
shopping_pos,F,0,57722,9,Northeast,44,0,0.62878,5.895
misc_net,F,1,33333,8.8,South,74,0,0.91339,0.579
misc_pos,F,0,50417,27,South,35,0,1.07528,1.493
misc_pos,M,0,108870,3.5,Northeast,45,0,0.63473,35.299
shopping_pos,F,0,72385,13.6,West,35,0,1.91406,27.971
shopping_pos,F,0,72385,13.6,West,35,1,0.69778,27.971
shopping_net,F,1,33333,8.8,South,74,1,0.88724,0.579
shopping_pos,M,0,89846,5.3,South,23,1,0.71567,20.478
misc_pos,F,0,21250,37.7,Midwest,32,1,1.12135,0.242
shopping_pos,F,0,51250,21.7,South,49,1,0.67442,0.551
misc_pos,M,0,67789,9.3,South,61,1,1.74355,1263.321
misc_net,F,0,57722,9,Northeast,44,1,0.63358,5.895
shopping_pos,M,0,56630,7.6,Midwest,75,1,0.67003,0.914
shopping_net,F,0,43247,4.3,South,58,1,0.97445,736.284
misc_pos,M,0,17708,80.9,South,81,1,1.06675,0.376
shopping_net,M,0,28571,39.9,West,80,0,0.64801,0.145
misc_pos,M,0,43417,12.2,Midwest,50,0,2.2476,1.979
shopping_net,F,1,64898,14.3,South,32,0,1.04139,12.335
shopping_net,F,0,80333,5.1,West,28,0,0.67868,525.713
shopping_pos,F,0,62944,7.7,South,44,0,1.32968,4.074
shopping_net,F,0,28036,23.6,South,34,0,0.68723,1.679
shopping_net,F,0,95125,5,South,35,0,1.45538,0.718
shopping_net,F,0,84779,5.6,Midwest,24,0,1.04316,2.607
travel,M,0,51504,12.1,Northeast,61,0,3.15696,23.045
travel,F,0,97399,2,South,56,0,1.09233,11.751
shopping_net,M,0,60397,18.1,Northeast,29,0,1.51076,1382.48
travel,F,0,65501,10.1,South,68,0,8.02163,137.067
shopping_pos,M,1,44750,15.1,Midwest,39,0,0.89288,0.295
shopping_pos,F,0,84779,5.6,Midwest,24,0,1.61086,2.607
shopping_net,M,0,57566,14.6,South,29,0,0.66968,194.5
shopping_pos,F,0,72385,13.6,West,35,0,0.75608,27.971
travel,F,0,83290,3.4,Midwest,71,0,0.77683,4.508
shopping_net,M,1,44750,15.1,Midwest,39,1,1.00878,0.295
misc_net,M,0,57566,14.6,South,29,1,0.77423,194.5
shopping_pos,F,0,68750,4.1,Midwest,89,1,0.90164,0.307
misc_pos,M,0,53750,15.9,Midwest,62,1,4.80065,0.937
shopping_pos,F,0,40927,9.3,South,64,0,0.8647,0.263
shopping_pos,F,0,65501,10.1,South,68,0,0.85517,137.067
misc_net,F,0,35078,17,South,43,0,0.88925,4.726
misc_pos,M,0,98537,9.2,South,27,0,1.00766,116.001
travel,M,0,57949,11,Midwest,74,0,2.05823,95.015
shopping_pos,F,0,47196,20.1,Northeast,35,0,0.61736,1526.206
shopping_pos,F,0,97759,6.3,West,34,0,0.61154,94.014
shopping_pos,F,0,100208,6.5,West,28,0,0.64296,107.941
misc_net,M,0,46264,26.4,South,16,1,0.66543,5.666
shopping_pos,M,1,33803,16.1,South,63,1,0.91547,7.332
shopping_net,M,1,44750,15.1,Midwest,39,1,1.08338,0.295
shopping_net,M,1,33803,16.1,South,63,1,0.91398,7.332
misc_net,M,1,44750,15.1,Midwest,39,1,0.66798,0.295
shopping_net,F,0,29401,36,South,36,1,0.60821,2906.7
shopping_net,M,1,44750,15.1,Midwest,39,1,1.00225,0.295
shopping_net,F,0,46073,16.5,Midwest,81,1,0.63173,22.305
shopping_net,F,0,43553,9.1,South,87,0,0.64416,0.341
shopping_pos,F,0,34464,15,South,93,0,1.40225,2.856
shopping_pos,M,0,46084,13.9,Midwest,79,0,0.80748,4.593
shopping_pos,F,0,48393,20.9,Midwest,31,0,0.78789,1.847
misc_net,M,0,37679,21.1,West,23,0,0.61335,276.896
shopping_pos,F,0,64712,15.2,South,43,0,0.61737,378.909
shopping_pos,M,1,33803,16.1,South,63,0,0.9528,7.332
shopping_net,F,0,95524,6.6,West,40,0,0.68396,13.983
misc_pos,M,0,109489,5.2,Northeast,27,0,0.68407,30.77
shopping_net,F,0,67271,6.8,South,27,0,1.13433,5.875
shopping_pos,M,1,33803,16.1,South,63,1,0.99959,7.332
misc_pos,M,0,109489,5.2,Northeast,27,1,0.80491,30.77
misc_net,M,0,80541,8.6,West,42,1,0.72417,28.278
shopping_pos,M,0,53891,13.4,South,54,1,0.69288,640.47
shopping_net,M,0,135750,7.7,Northeast,55,1,0.88014,4.664
shopping_pos,M,0,68784,14.8,Northeast,74,1,0.90548,2.518
shopping_pos,F,0,64559,2.2,South,79,1,0.97986,1.363
shopping_net,F,0,50417,9.6,Northeast,69,1,1.04989,0.427
misc_net,F,0,65224,12.8,West,38,1,0.62111,1312.922
misc_net,M,0,68646,8.4,South,38,0,0.65825,7.163
misc_net,F,0,65313,0.6,Midwest,48,0,1.07393,0.343
shopping_net,M,0,54853,12.1,Northeast,64,0,0.86802,1.892
misc_net,M,0,38375,25.4,South,27,0,0.71233,14.742
misc_net,F,0,92217,5.9,South,43,0,0.67832,26.551
misc_pos,M,0,47574,18.5,South,55,0,0.73497,2.317
shopping_pos,M,1,52500,8.2,Midwest,52,0,0.73217,0.142
misc_pos,M,0,36421,26,South,24,0,0.95362,1595.797
shopping_net,M,0,66759,7.2,Midwest,42,0,3.16015,5.196
travel,F,0,23936,41,South,29,0,0.99434,18.128
shopping_net,F,0,41250,18.4,Midwest,47,0,0.66935,0.725
shopping_pos,M,1,52500,8.2,Midwest,52,0,0.83754,0.142
